"69","track69","desc69","2018-12-23","329.0"
"70","track70","desc70","2018-12-23","330.0"
"71","track71","desc71","2018-12-23","331.0"
"72","track72","desc72","2018-12-23","332.0"
"73","track73","desc73","2018-12-23","333.0"
"74","track74","desc74","2018-12-23","334.0"
"75","track75","desc75","2018-12-23","335.0"
"76","track76","desc76","2018-12-23","336.0"
"77","track77","desc77","2018-12-23","337.0"
"78","track78","desc78","2018-12-23","338.0"
"79","track79","desc79","2018-12-23","339.0"
"80","track80","desc80","2018-12-23","340.0"
"81","track81","desc81","2018-12-23","341.0"
"82","track82","desc82","2018-12-23","342.0"
"83","track83","desc83","2018-12-23","343.0"
"84","track84","desc84","2018-12-23","344.0"
"85","track85","desc85","2018-12-23","345.0"
"86","track86","desc86","2018-12-23","346.0"
"87","track87","desc87","2018-12-23","347.0"
"88","track88","desc88","2018-12-23","348.0"
"89","track89","desc89","2018-12-23","349.0"
"90","track90","desc90","2018-12-23","350.0"
"91","track91","desc91","2018-12-23","351.0"
"92","track92","desc92","2018-12-23","352.0"
"93","track93","desc93","2018-12-23","353.0"
"94","track94","desc94","2018-12-23","354.0"
"95","track95","desc95","2018-12-23","355.0"
"96","track96","desc96","2018-12-23","356.0"
"97","track97","desc97","2018-12-23","357.0"
"98","track98","desc98","2018-12-23","358.0"
"99","track99","desc99","2018-12-23","359.0"
"100","track100","desc100","2018-12-23","360.0"
"1","track1","desc1","2018-12-23","201.0"
"2","track2","desc2","2018-12-23","202.0"
"3","track3","desc3","2018-12-23","203.0"
"4","track4","desc4","2018-12-23","204.0"
"5","track5","desc5","2018-12-23","205.0"
"6","track6","desc6","2018-12-23","206.0"
"7","track7","desc7","2018-12-23","207.0"
"8","track8","desc8","2018-12-23","208.0"
"9","track9","desc9","2018-12-23","209.0"
"10","track10","desc10","2018-12-23","210.0"
"11","track11","desc11","2018-12-23","211.0"
"12","track12","desc12","2018-12-23","212.0"
"13","track13","desc13","2018-12-23","213.0"
"14","track14","desc14","2018-12-23","214.0"
"15","track15","desc15","2018-12-23","215.0"
"16","track16","desc16","2018-12-23","216.0"
"17","track17","desc17","2018-12-23","217.0"
"18","track18","desc18","2018-12-23","218.0"
"19","track19","desc19","2018-12-23","219.0"
"20","track20","desc20","2018-12-23","220.0"
"21","track21","desc21","2018-12-23","221.0"
"22","track22","desc22","2018-12-23","222.0"
"23","track23","desc23","2018-12-23","223.0"
"24","track24","desc24","2018-12-23","224.0"
"25","track25","desc25","2018-12-23","225.0"
"26","track26","desc26","2018-12-23","226.0"
"27","track27","desc27","2018-12-23","227.0"
"28","track28","desc28","2018-12-23","228.0"
"29","track29","desc29","2018-12-23","229.0"
"30","track30","desc30","2018-12-23","230.0"
"31","track31","desc31","2018-12-23","231.0"
"32","track32","desc32","2018-12-23","232.0"
"33","track33","desc33","2018-12-23","233.0"
"34","track34","desc34","2018-12-23","234.0"
"35","track35","desc35","2018-12-23","235.0"
"36","track36","desc36","2018-12-23","236.0"
"37","track37","desc37","2018-12-23","237.0"
"38","track38","desc38","2018-12-23","238.0"
"39","track39","desc39","2018-12-23","239.0"
"40","track40","desc40","2018-12-23","240.0"
"41","track41","desc41","2018-12-23","241.0"
"42","track42","desc42","2018-12-23","242.0"
"43","track43","desc43","2018-12-23","243.0"
"44","track44","desc44","2018-12-23","244.0"
"45","track45","desc45","2018-12-23","245.0"
"46","track46","desc46","2018-12-23","246.0"
"47","track47","desc47","2018-12-23","247.0"
"48","track48","desc48","2018-12-23","248.0"
"49","track49","desc49","2018-12-23","249.0"
"50","track50","desc50","2018-12-23","250.0"
"51","track51","desc51","2018-12-23","311.0"
"52","track52","desc52","2018-12-23","312.0"
"53","track53","desc53","2018-12-23","313.0"
"54","track54","desc54","2018-12-23","314.0"
"55","track55","desc55","2018-12-23","315.0"
"56","track56","desc56","2018-12-23","316.0"
"57","track57","desc57","2018-12-23","317.0"
"58","track58","desc58","2018-12-23","318.0"
"59","track59","desc59","2018-12-23","319.0"
"60","track60","desc60","2018-12-23","320.0"
"61","track61","desc61","2018-12-23","321.0"
"62","track62","desc62","2018-12-23","322.0"
"63","track63","desc63","2018-12-23","323.0"
"64","track64","desc64","2018-12-23","324.0"
"65","track65","desc65","2018-12-23","325.0"
"66","track66","desc66","2018-12-23","326.0"
"67","track67","desc67","2018-12-23","327.0"
"68","track68","desc68","2018-12-23","328.0"
"69","track69","desc69","2018-12-23","329.0"
"70","track70","desc70","2018-12-23","330.0"
"71","track71","desc71","2018-12-23","331.0"
"72","track72","desc72","2018-12-23","332.0"
"73","track73","desc73","2018-12-23","333.0"
"74","track74","desc74","2018-12-23","334.0"
"75","track75","desc75","2018-12-23","335.0"
"76","track76","desc76","2018-12-23","336.0"
"77","track77","desc77","2018-12-23","337.0"
"78","track78","desc78","2018-12-23","338.0"
"79","track79","desc79","2018-12-23","339.0"
"80","track80","desc80","2018-12-23","340.0"
"81","track81","desc81","2018-12-23","341.0"
"82","track82","desc82","2018-12-23","342.0"
"83","track83","desc83","2018-12-23","343.0"
"84","track84","desc84","2018-12-23","344.0"
"85","track85","desc85","2018-12-23","345.0"
"86","track86","desc86","2018-12-23","346.0"
"87","track87","desc87","2018-12-23","347.0"
"88","track88","desc88","2018-12-23","348.0"
"89","track89","desc89","2018-12-23","349.0"
"90","track90","desc90","2018-12-23","350.0"
"91","track91","desc91","2018-12-23","351.0"
"92","track92","desc92","2018-12-23","352.0"
"93","track93","desc93","2018-12-23","353.0"
"94","track94","desc94","2018-12-23","354.0"
"95","track95","desc95","2018-12-23","355.0"
"96","track96","desc96","2018-12-23","356.0"
"97","track97","desc97","2018-12-23","357.0"
"98","track98","desc98","2018-12-23","358.0"
"99","track99","desc99","2018-12-23","359.0"
"100","track100","desc100","2018-12-23","360.0"
"1","track1","desc1","2018-12-23","201.0"
"2","track2","desc2","2018-12-23","202.0"
"3","track3","desc3","2018-12-23","203.0"
"4","track4","desc4","2018-12-23","204.0"
"5","track5","desc5","2018-12-23","205.0"
"6","track6","desc6","2018-12-23","206.0"
"7","track7","desc7","2018-12-23","207.0"
"8","track8","desc8","2018-12-23","208.0"
"9","track9","desc9","2018-12-23","209.0"
"10","track10","desc10","2018-12-23","210.0"
"11","track11","desc11","2018-12-23","211.0"
"12","track12","desc12","2018-12-23","212.0"
"13","track13","desc13","2018-12-23","213.0"
"14","track14","desc14","2018-12-23","214.0"
"15","track15","desc15","2018-12-23","215.0"
"16","track16","desc16","2018-12-23","216.0"
"17","track17","desc17","2018-12-23","217.0"
"18","track18","desc18","2018-12-23","218.0"
"19","track19","desc19","2018-12-23","219.0"
"20","track20","desc20","2018-12-23","220.0"
"21","track21","desc21","2018-12-23","221.0"
"22","track22","desc22","2018-12-23","222.0"
"23","track23","desc23","2018-12-23","223.0"
"24","track24","desc24","2018-12-23","224.0"
"25","track25","desc25","2018-12-23","225.0"
"26","track26","desc26","2018-12-23","226.0"
"27","track27","desc27","2018-12-23","227.0"
"28","track28","desc28","2018-12-23","228.0"
"29","track29","desc29","2018-12-23","229.0"
"30","track30","desc30","2018-12-23","230.0"
"31","track31","desc31","2018-12-23","231.0"
"32","track32","desc32","2018-12-23","232.0"
"33","track33","desc33","2018-12-23","233.0"
"34","track34","desc34","2018-12-23","234.0"
"35","track35","desc35","2018-12-23","235.0"
"36","track36","desc36","2018-12-23","236.0"
"37","track37","desc37","2018-12-23","237.0"
"38","track38","desc38","2018-12-23","238.0"
"39","track39","desc39","2018-12-23","239.0"
"40","track40","desc40","2018-12-23","240.0"
"41","track41","desc41","2018-12-23","241.0"
"42","track42","desc42","2018-12-23","242.0"
"43","track43","desc43","2018-12-23","243.0"
"44","track44","desc44","2018-12-23","244.0"
"45","track45","desc45","2018-12-23","245.0"
"46","track46","desc46","2018-12-23","246.0"
"47","track47","desc47","2018-12-23","247.0"
"48","track48","desc48","2018-12-23","248.0"
"49","track49","desc49","2018-12-23","249.0"
"50","track50","desc50","2018-12-23","250.0"
"51","track51","desc51","2018-12-23","311.0"
"52","track52","desc52","2018-12-23","312.0"
"53","track53","desc53","2018-12-23","313.0"
"54","track54","desc54","2018-12-23","314.0"
"55","track55","desc55","2018-12-23","315.0"
"56","track56","desc56","2018-12-23","316.0"
"57","track57","desc57","2018-12-23","317.0"
"58","track58","desc58","2018-12-23","318.0"
"59","track59","desc59","2018-12-23","319.0"
"60","track60","desc60","2018-12-23","320.0"
"61","track61","desc61","2018-12-23","321.0"
"62","track62","desc62","2018-12-23","322.0"
"63","track63","desc63","2018-12-23","323.0"
"64","track64","desc64","2018-12-23","324.0"
"65","track65","desc65","2018-12-23","325.0"
"66","track66","desc66","2018-12-23","326.0"
"67","track67","desc67","2018-12-23","327.0"
"68","track68","desc68","2018-12-23","328.0"
"69","track69","desc69","2018-12-23","329.0"
"70","track70","desc70","2018-12-23","330.0"
"71","track71","desc71","2018-12-23","331.0"
"72","track72","desc72","2018-12-23","332.0"
"73","track73","desc73","2018-12-23","333.0"
"74","track74","desc74","2018-12-23","334.0"
"75","track75","desc75","2018-12-23","335.0"
"76","track76","desc76","2018-12-23","336.0"
"77","track77","desc77","2018-12-23","337.0"
"78","track78","desc78","2018-12-23","338.0"
"79","track79","desc79","2018-12-23","339.0"
"80","track80","desc80","2018-12-23","340.0"
"81","track81","desc81","2018-12-23","341.0"
"82","track82","desc82","2018-12-23","342.0"
"83","track83","desc83","2018-12-23","343.0"
"84","track84","desc84","2018-12-23","344.0"
"85","track85","desc85","2018-12-23","345.0"
"86","track86","desc86","2018-12-23","346.0"
"87","track87","desc87","2018-12-23","347.0"
"88","track88","desc88","2018-12-23","348.0"
"89","track89","desc89","2018-12-23","349.0"
"90","track90","desc90","2018-12-23","350.0"
"91","track91","desc91","2018-12-23","351.0"
"92","track92","desc92","2018-12-23","352.0"
"93","track93","desc93","2018-12-23","353.0"
"94","track94","desc94","2018-12-23","354.0"
"95","track95","desc95","2018-12-23","355.0"
"96","track96","desc96","2018-12-23","356.0"
"97","track97","desc97","2018-12-23","357.0"
"98","track98","desc98","2018-12-23","358.0"
"99","track99","desc99","2018-12-23","359.0"
"100","track100","desc100","2018-12-23","360.0"
"1","track1","desc1","2018-12-23","201.0"
"2","track2","desc2","2018-12-23","202.0"
"3","track3","desc3","2018-12-23","203.0"
"4","track4","desc4","2018-12-23","204.0"
"5","track5","desc5","2018-12-23","205.0"
"6","track6","desc6","2018-12-23","206.0"
"7","track7","desc7","2018-12-23","207.0"
"8","track8","desc8","2018-12-23","208.0"
"9","track9","desc9","2018-12-23","209.0"
"10","track10","desc10","2018-12-23","210.0"
"11","track11","desc11","2018-12-23","211.0"
"12","track12","desc12","2018-12-23","212.0"
"13","track13","desc13","2018-12-23","213.0"
"14","track14","desc14","2018-12-23","214.0"
"15","track15","desc15","2018-12-23","215.0"
"16","track16","desc16","2018-12-23","216.0"
"17","track17","desc17","2018-12-23","217.0"
"18","track18","desc18","2018-12-23","218.0"
"19","track19","desc19","2018-12-23","219.0"
"20","track20","desc20","2018-12-23","220.0"
"21","track21","desc21","2018-12-23","221.0"
"22","track22","desc22","2018-12-23","222.0"
"23","track23","desc23","2018-12-23","223.0"
"24","track24","desc24","2018-12-23","224.0"
"25","track25","desc25","2018-12-23","225.0"
"26","track26","desc26","2018-12-23","226.0"
"27","track27","desc27","2018-12-23","227.0"
"28","track28","desc28","2018-12-23","228.0"
"29","track29","desc29","2018-12-23","229.0"
"30","track30","desc30","2018-12-23","230.0"
"31","track31","desc31","2018-12-23","231.0"
"32","track32","desc32","2018-12-23","232.0"
"33","track33","desc33","2018-12-23","233.0"
"34","track34","desc34","2018-12-23","234.0"
"35","track35","desc35","2018-12-23","235.0"
"36","track36","desc36","2018-12-23","236.0"
"37","track37","desc37","2018-12-23","237.0"
"38","track38","desc38","2018-12-23","238.0"
"39","track39","desc39","2018-12-23","239.0"
"40","track40","desc40","2018-12-23","240.0"
"41","track41","desc41","2018-12-23","241.0"
"42","track42","desc42","2018-12-23","242.0"
"43","track43","desc43","2018-12-23","243.0"
"44","track44","desc44","2018-12-23","244.0"
"45","track45","desc45","2018-12-23","245.0"
"46","track46","desc46","2018-12-23","246.0"
"47","track47","desc47","2018-12-23","247.0"
"48","track48","desc48","2018-12-23","248.0"
"49","track49","desc49","2018-12-23","249.0"
"50","track50","desc50","2018-12-23","250.0"
"51","track51","desc51","2018-12-23","311.0"
"52","track52","desc52","2018-12-23","312.0"
"53","track53","desc53","2018-12-23","313.0"
"54","track54","desc54","2018-12-23","314.0"
"55","track55","desc55","2018-12-23","315.0"
"56","track56","desc56","2018-12-23","316.0"
"57","track57","desc57","2018-12-23","317.0"
"58","track58","desc58","2018-12-23","318.0"
"59","track59","desc59","2018-12-23","319.0"
"60","track60","desc60","2018-12-23","320.0"
"61","track61","desc61","2018-12-23","321.0"
"62","track62","desc62","2018-12-23","322.0"
"63","track63","desc63","2018-12-23","323.0"
"64","track64","desc64","2018-12-23","324.0"
"65","track65","desc65","2018-12-23","325.0"
"66","track66","desc66","2018-12-23","326.0"
"67","track67","desc67","2018-12-23","327.0"
"68","track68","desc68","2018-12-23","328.0"
"69","track69","desc69","2018-12-23","329.0"
"70","track70","desc70","2018-12-23","330.0"
"71","track71","desc71","2018-12-23","331.0"
"72","track72","desc72","2018-12-23","332.0"
"73","track73","desc73","2018-12-23","333.0"
"74","track74","desc74","2018-12-23","334.0"
"75","track75","desc75","2018-12-23","335.0"
"76","track76","desc76","2018-12-23","336.0"
"77","track77","desc77","2018-12-23","337.0"
"78","track78","desc78","2018-12-23","338.0"
"79","track79","desc79","2018-12-23","339.0"
"80","track80","desc80","2018-12-23","340.0"
"81","track81","desc81","2018-12-23","341.0"
"82","track82","desc82","2018-12-23","342.0"
"83","track83","desc83","2018-12-23","343.0"
"84","track84","desc84","2018-12-23","344.0"
"85","track85","desc85","2018-12-23","345.0"
"86","track86","desc86","2018-12-23","346.0"
"87","track87","desc87","2018-12-23","347.0"
"88","track88","desc88","2018-12-23","348.0"
"89","track89","desc89","2018-12-23","349.0"
"90","track90","desc90","2018-12-23","350.0"
"91","track91","desc91","2018-12-23","351.0"
"92","track92","desc92","2018-12-23","352.0"
"93","track93","desc93","2018-12-23","353.0"
"94","track94","desc94","2018-12-23","354.0"
"95","track95","desc95","2018-12-23","355.0"
"96","track96","desc96","2018-12-23","356.0"
"97","track97","desc97","2018-12-23","357.0"
"98","track98","desc98","2018-12-23","358.0"
"99","track99","desc99","2018-12-23","359.0"
"100","track100","desc100","2018-12-23","360.0"
